_,_,_,_,_,_,_,PO Num,_,Item No,_,Cntr No,MBL No,Inner Qty,Outer Qty,_,_,_,_,HBL No,_,Est. Del
,,,,,,,3449023,,03516D 070,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 075,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 080,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 085,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 090,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 095,,UETU5153004,COSU6189092980,13,78,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 100,,UETU5153004,COSU6189092980,14,84,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 105,,UETU5153004,COSU6189092980,12,72,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 110,,UETU5153004,COSU6189092980,12,72,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 115,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 120,,UETU5153004,COSU6189092980,11,66,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 130,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 140,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516D 150,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2075,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2080,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2085,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2095,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2100,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2105,,UETU5153004,COSU6189092980,10,60,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2110,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2115,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2120,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2130,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516E2140,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 095,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 100,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 105,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 110,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 120,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 130,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,03516H 140,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133B 120,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 070,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 075,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 080,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 085,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 090,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 095,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 100,,UETU5153004,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 105,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 110,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 115,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 120,,UETU5153004,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 130,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 140,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133D 150,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2080,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2085,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2090,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2095,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2100,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2105,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2110,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2115,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2120,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2130,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,00133E2140,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 075,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 080,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 085,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 090,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 095,,UETU5153004,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 100,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 105,,UETU5153004,COSU6189092980,16,96,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 110,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 115,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 120,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 130,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244D 140,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2070,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2080,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2085,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2100,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2105,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2110,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2115,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2120,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244E2130,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244H 095,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244H 110,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244H 115,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,02244H 120,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 070,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 080,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 085,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 090,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 095,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 100,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 105,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 110,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 115,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 120,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 130,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 140,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552D 150,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2090,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2095,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2100,,UETU5153004,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2105,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2110,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2115,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2120,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552E2130,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552H 100,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552H 105,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552H 120,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552H 130,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449613,,03552H 140,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 075,,UETU5153004,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 080,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 085,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 090,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 095,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 100,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 105,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 110,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 115,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 120,,UETU5153004,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 130,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424M 140,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2080,,UETU5153004,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2085,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2090,,UETU5153004,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2095,,UETU5153004,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2100,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2105,,UETU5153004,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2110,,UETU5153004,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2115,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2120,,UETU5153004,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,05424W2130,,UETU5153004,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450815,,33980,,CAIU7025419,COSU6189092980,177,10620,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 080,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 085,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 090,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 095,,CAIU7025419,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 100,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 105,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 110,,CAIU7025419,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700M 120,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2080,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2095,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2100,,CAIU7025419,COSU6189092980,10,60,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2105,,CAIU7025419,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2110,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2115,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2120,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05700W2130,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 070,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 080,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 085,,CAIU7025419,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 090,,CAIU7025419,COSU6189092980,10,60,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 095,,CAIU7025419,COSU6189092980,13,78,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 100,,CAIU7025419,COSU6189092980,15,90,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 105,,CAIU7025419,COSU6189092980,20,120,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 110,,CAIU7025419,COSU6189092980,18,108,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 115,,CAIU7025419,COSU6189092980,13,78,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 120,,CAIU7025419,COSU6189092980,13,78,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 130,,CAIU7025419,COSU6189092980,11,66,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 140,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280D 150,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2070,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2080,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2085,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2090,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2095,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2100,,CAIU7025419,COSU6189092980,14,84,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2105,,CAIU7025419,COSU6189092980,11,66,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2110,,CAIU7025419,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2115,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2120,,CAIU7025419,COSU6189092980,9,54,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2130,,CAIU7025419,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280E2140,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280H 100,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280H 115,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449023,,02280H 120,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 075,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 080,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 085,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 090,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 095,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 100,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 105,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 110,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 115,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 120,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 130,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558M 140,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2080,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2085,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2090,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2095,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2100,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2105,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2110,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2120,,CAIU7025419,COSU6189092980,9,54,,,,,CHRKHR20023,,02/24/20
,,,,,,,3449645,,06558W2130,,CAIU7025419,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 060,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 065,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 070,,CAIU7025419,COSU6189092980,10,60,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 075,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 080,,CAIU7025419,COSU6189092980,9,54,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 085,,CAIU7025419,COSU6189092980,9,54,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 090,,CAIU7025419,COSU6189092980,13,78,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 095,,CAIU7025419,COSU6189092980,15,90,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 100,,CAIU7025419,COSU6189092980,22,132,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 105,,CAIU7025419,COSU6189092980,18,108,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 110,,CAIU7025419,COSU6189092980,20,120,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 115,,CAIU7025419,COSU6189092980,9,54,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 120,,CAIU7025419,COSU6189092980,14,84,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 130,,CAIU7025419,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 140,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513M 150,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2080,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2085,,CAIU7025419,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2090,,CAIU7025419,COSU6189092980,4,24,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2095,,CAIU7025419,COSU6189092980,7,42,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2100,,CAIU7025419,COSU6189092980,8,48,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2105,,CAIU7025419,COSU6189092980,10,60,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2110,,CAIU7025419,COSU6189092980,5,30,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2115,,CAIU7025419,COSU6189092980,3,18,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2120,,CAIU7025419,COSU6189092980,9,54,,,,,CHRKHR20023,,02/24/20
,,,,,,,3450028,,06513W2130,,CAIU7025419,COSU6189092980,6,36,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293D 110,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293D 120,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293D 130,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293D 150,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293E2100,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293E2110,,FSCU5058982,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293E2115,,FSCU5058982,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293E2120,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3447903,,04293E2130,,FSCU5058982,COSU6189092980,2,12,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05290M 085,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05290M 105,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05290M 110,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05290M 115,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05290M 120,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
,,,,,,,3448457,,05290M 130,,FSCU5058982,COSU6189092980,1,6,,,,,CHRKHR20023,,02/24/20
